classe_obf	typedef_index	nom_clair	score	methode	statut	provenances_daccord	nb_candidats_a_egalite	chemin_de_preuve
		ShortcutOutfit			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ShortcutPreset			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ShortcutSmiley			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ShortcutSpell			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ShowCellEvent			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ShowCellRequest			À_CLASSER		14	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ShowChallengeEvent			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SkillUseOption			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Slide			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SmileyEvent			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SmileyRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SocialApplicationInformation			À_CLASSER		18	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SocialEmblem			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SocialFight			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SocialFightInformation			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SocialMember			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SocialNoticeInformation			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SpellAnimEvent			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
hny		SpellCast	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f6 (hob.f6=hny <-> TargetedAbility.f6=SpellCast)
		SpellCoolDownVariation			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SpellImmunity			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SpellItem			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
hms	9823	SpellListMessage			À_CLASSER		0	nom clair EN CONFLIT avec hks (v2, retenu) — autres revendicants : hms(jondo-anclas)
hks	9735	SpellListMessage	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
llp	14147	SpellModifier	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
laz		SpellModifierActionType	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f2 (llp.f2=laz <-> SpellModifier.f2=SpellModifierActionType)
lln		SpellModifierType	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f3 (llp.f3=lln <-> SpellModifier.f3=SpellModifierType)
		SpellPositions			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SpellPreset			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SpellRemove			À_CLASSER		5	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SpellVariantActivationEvent			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SpellVariantActivationRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
hmt	9825	SpellVariantActivationRequestMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=hmt
hng	9843	SpellVariantActivationSuccessMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=hng
		SpellsEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SpouseInformationEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SpouseInformationRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
jgu	11754	SpouseInformationsMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=jgu
		SpouseStatusEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		StatedElement			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		StatedElementUpdatedEvent			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		StatedMapUpdateEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
kuh	13448	StatsResetRequestMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=kuh
kum	13456	StatsUpgradeRequestMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=kum
miu		Status	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f2 (miw.f2=miu <-> Server.f2=Status)
		StealKama			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		StorageInventoryContentEvent			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
iwb	11297	StorageInventoryContentMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=iwb
itc	11160	StorageObjectRemoveMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=itc
		StorageObjectRemovedEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
itd	11162	StorageObjectUpdateMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=itd
		StorageObjectsRemovedEvent			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		StorageObjectsUpdateEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		StorageTab			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SubEntityInformation			À_CLASSER		14	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SubareaRewardRateEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SubscribeChannelRequest			À_CLASSER		58	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SubscribeMultipleChannelRequest			À_CLASSER		12	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Subscription			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SubscriptionZoneEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Success			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
jpn	12124	SummonContextInformation	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		Summons			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SummonsByActor			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SummonsByContextInformation			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SurrenderAccepted			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SurrenderBeforeTurn			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SurrenderBeforeVote			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SurrenderInfoRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SurrenderInfoResponse			À_CLASSER		12	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SurrenderRefused			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SurrenderResponse			À_CLASSER		3	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SurrenderStateEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SurrenderVoteAccepted			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SurrenderVoteAlreadyAsked			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SurrenderVoteBeforeTurn			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SurrenderVoteCastRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SurrenderVoteEndEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SurrenderVoteRefused			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
icz	10477	SurrenderVoteResponse		arrosage	DÉDUIT	arrosage	1	arrosage score=1.0
		SurrenderVoteStartEvent			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SurrenderVoteUpdateEvent			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SurrenderVoteWaiting			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		SystemMessageDisplayEvent			À_CLASSER		9	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Tackled			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TagInformation			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TagObjectData			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TagObjectUpdateContent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TagStoragesRefreshEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
hob	9876	TargetedAbility	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		TaxCollectorActor			À_CLASSER		58	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorAddedEvent			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorAttackResultEvent			À_CLASSER		1	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorAttackedEvent			À_CLASSER		5	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorComplementaryInformation			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorDialogQuestionEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorEquipmentUpdateEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorFightRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorFighter			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorHarvestedEvent			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorInformation			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorListEntry			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorLootInformation			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorMovement			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorMovementsOfflineEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorOrderedSpell			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorOrderedSpellAddRequest			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorOrderedSpellMoveRequest			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorOrderedSpellRemoveRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorOrderedSpellUpdatedEvent			À_CLASSER		7	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorPreset			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorPresetSpellAddRequest			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorPresetSpellMoveRequest			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorPresetSpellRemoveRequest			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorPresetSpellUpdatedEvent			À_CLASSER		7	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorPresetsEvent			À_CLASSER		47	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorPresetsUpdatesListenStartRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorPresetsUpdatesListenStopRequest			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorRemovedEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorStateUpdateEvent			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
htu	10109	TaxCollectorStaticInformation	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		TaxCollectorTopListEvent			À_CLASSER		3	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorUpdatesListenStartRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorUpdatesListenStopRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorUpdatesListeningConfirmationEvent			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TaxCollectorWaitingForHelpInformation			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TeleportBuddiesEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TeleportBuddiesRequestedEvent			À_CLASSER		9	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
hwr	10221	TeleportDestination	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f2 (ibg.f2=hwr <-> TeleportDestinationsEvent.f2=TeleportDestination)
ibg	10408	TeleportDestinationsEvent	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
		TeleportDestinationsMessage			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TeleportOnSameMap			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TeleportPlayerClosedEvent			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TeleportPlayerOfferEvent			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TeleportRequest			À_CLASSER		12	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
hjc	9666	TeleportRequestMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=hjc
		TeleportToBuddyClosedEvent			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TeleportToBuddyOfferEvent			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
hyr	10300	Teleporter	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f1 (ibg.f1=hyr <-> TeleportDestinationsEvent.f1=Teleporter) [nom réutilisé par 2 occurrences distinctes : hwp]
hwp		Teleporter	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f2 (ibg.f2=hwr <-> TeleportDestinationsEvent.f2=TeleportDestination) -> arrastre champ f2 (hwr.f2=hwp <-> TeleportDestination.f2=Teleporter) [nom réutilisé par 2 occurrences distinctes : hyr]
hmz	9833	TextInformationEvent	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py)
hmx		TextInformationType	1.0	v2	DÉDUIT	v2	1	graine v2 (forme+champs, matcher_v2.py) -> arrastre champ f1 (hmz.f1=hmx <-> TextInformationEvent.f1=TextInformationType)
		ThrowCharacter			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TimeEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Timed			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TitleGainedEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TitleLostEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TitleOption			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
lze	14719	TitleSelectRequestMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=lze
lxa	14624	TitleSelectResultMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=lxa
		TitleSelectedEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
hid	9619	TitleSelectedMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=hid
		TitlesAndOrnamentsEvent			À_CLASSER		9	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
hhy	9611	TitlesAndOrnamentsListMessage	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=hhy
		TitlesAndOrnamentsRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TreasureHuntAnswerEvent			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TreasureHuntDigAnswerEvent			À_CLASSER		12	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TreasureHuntDigRequest			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TreasureHuntEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TreasureHuntFinishedEvent			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TreasureHuntFlag			À_CLASSER		48	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TreasureHuntFlagRemoveRequest			À_CLASSER		58	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TreasureHuntFlagRequest			À_CLASSER		14	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TreasureHuntGiveUpRequest			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TreasureHuntLegendaryEvent			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TreasureHuntLegendaryRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TreasureHuntStep			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TriggerGlyphTrap			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		TrustStatusEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		UnBlockEvent			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		UnBlockRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		UnIgnoreEvent			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		UnIgnoreRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		UnlockNewTabActivity			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		UnmarkCells			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		UpdateLifePointsEvent			À_CLASSER		59	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		UpdateServerEvent			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Connection, aucun retenu
		UpdateTagStorageContentRequest			À_CLASSER		111	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		UpdateTagStorageContentResponse			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		Vanish			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		VisibleReply			À_CLASSER		7	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		WaveInformation			À_CLASSER		7	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		WhoAmIRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		WhoIsEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		WhoIsNoMatchEvent			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		WhoIsNumericEvent			À_CLASSER		147	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		WhoIsNumericRequest			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		WhoIsRequest			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		WithLook			À_CLASSER		81	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
jrh	12198	WorldEntryRequests	1.0	jondo-anclas	DÉDUIT	jondo-anclas	1	graine directe : anclas Jondo (242 captures), opcode=jrh
		WrapperObjectDissociateRequest			À_CLASSER		34	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		YoshiRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ZaapKnownListEvent			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ZaapRespawnSaveRequest			À_CLASSER		108	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
		ZaapRespawnUpdatedEvent			À_CLASSER		179	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu
