classe_obf	typedef_index	nom_clair	score	methode	statut	provenances_daccord	nb_candidats_a_egalite	comment_verifier
		ExchangeMountsStableAddedEvent			À_CLASSER		1	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeMountsStableRemoveEvent			À_CLASSER		26	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeMoveKamaRequest			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeMultiCraftCrafterCanUseHisResourcesEvent			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeMultiCraftCrafterStartedEvent			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeMultiCraftCustomerStartedEvent			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeMultiCraftOkEvent			À_CLASSER		37	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeMultiCraftSetCrafterCanUseHisResourcesRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ExchangeNpcShopStartedEvent			À_CLASSER		3	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeNpcTradeStartedEvent			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeObject			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeObjectModifiedInBagEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ExchangeObjectModifyPricedRequest			À_CLASSER		66	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeObjectMoveAndSetReadyRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ExchangeObjectMoveAndSetReadyResponse			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ExchangeObjectMoveMessage			À_CLASSER		86	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeObjectMovePricedRequest			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeObjectMoveRequest			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeObjectMoveToTabRequest			À_CLASSER		66	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeObjectPutInBagEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ExchangeObjectRemovedEvent			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeObjectRemovedFromBagEvent			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeObjectTransferAllFromInventoryRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeObjectTransferAllToInventoryRequest			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeObjectTransferExistingFromInventoryRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeObjectTransferExistingToInventoryRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeObjectTransferListFromInventoryRequest			À_CLASSER		26	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeObjectTransferListToInventoryRequest			À_CLASSER		26	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeObjectTransferListWithQuantityToInventoryRequest			À_CLASSER		7	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeObjectTransferTypeFromInventoryRequest			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeObjectUseInWorkshopRequest			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeObjectsAddedEvent			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeObjectsModifiedEvent			À_CLASSER		7	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeObjectsRemovedEvent			À_CLASSER		7	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeObjectsSellRequest			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangePlayerMultiCraftRequest			À_CLASSER		20	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangePlayerRequest			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangePodsModifiedEvent			À_CLASSER		66	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangePositions			À_CLASSER		66	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeReadyEvent			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeReadyRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ExchangeRecycleTradeStartedEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeReplayStopRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeRequestedTradeEvent			À_CLASSER		12	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeRunesTradeStartedEvent			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeSellRequest			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeSetCraftRecipeRequest			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeSoldEvent			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeStartedEvent			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeStartedStorageMessage			À_CLASSER		32	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeStartedWithMultiTabStorageEvent			À_CLASSER		20	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeStartedWithPodsEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeStartedWithStorageEvent			À_CLASSER		20	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeStoppedEvent			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeTaxCollectorEquipmentRequest			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeTaxCollectorEquipmentStartedEvent			À_CLASSER		86	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeTaxCollectorGetEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeTaxCollectorRequest			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeTaxCollectorShopStartedEvent			À_CLASSER		7	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeTypesExchangerDescriptionForUserEvent			À_CLASSER		15	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeTypesItemsExchangerDescriptionForUserEvent			À_CLASSER		3	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeWeightEvent			À_CLASSER		66	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExecuteScript			À_CLASSER		12	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExitRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExperienceData			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
kif	12944	ExtendedBreachBranch	1.0	arrosage	DÉDUIT	gatherer,luaxy	1	forme/champs arrosage — comparer contre une capture réelle du client vivant
		Fight			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightAutoJoinActivatedEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		FightAutoJoinActivationRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		FightAutoJoinActivationResponse			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		FightAutoJoinDeactivatedEvent			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightAutoJoinDeactivatedResponse			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		FightAutoJoinDeactivationRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightAutoReadyActivatedEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		FightAutoReadyActivationRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightAutoReadyActivationResponse			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		FightAutoReadyDeactivatedEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		FightAutoReadyDeactivationRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightAutoReadyDeactivationResponse			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		FightChallengeJoinRefuseEvent			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightCharacterInformation			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightCharacteristics			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightChoiceSelectionEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		FightCommonInformation			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightEffectTriggerCount			À_CLASSER		66	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightEndEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
jwv	12438	FightExternalInformation	1.0	graine	DÉDUIT	gatherer,luaxy,otomai	1	forme/champs graine — comparer contre une capture réelle du client vivant
lpx	14320	FightFighterInformation	0.857	arrosage	DÉDUIT	gatherer,luaxy,otomai	1	forme/champs arrosage — comparer contre une capture réelle du client vivant
		FightFighterRefreshEvent			À_CLASSER		86	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightFighterShowEvent			À_CLASSER		61	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightHumanReadyStateEvent			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightIsTurnReadyEvent			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightJoinEvent			À_CLASSER		3	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightJoinRequest			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightJoinRunningEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightLeaveEvent			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightLoot			À_CLASSER		7	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightMapInformationEvent			À_CLASSER		1	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightMapInformationResponse			À_CLASSER		5	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightMapRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightMark			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightMutantInformation			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightNewRoundEvent			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightNewWaveEvent			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightOptionToggleRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		FightOptionUpdateEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		FightOptionsInformation			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightPauseEvent			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightPhaseInfo			À_CLASSER		61	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightPlacementPositionRequest			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightPlacementPossiblePositionsEvent			À_CLASSER		86	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightPlacementSwapPositionsAcceptRequest			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightPlacementSwapPositionsCancelRequest			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		FightPlacementSwapPositionsCancelledEvent			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
